Hogar;Persona;Viaje;Etapas;ComunaOrigen;ComunaDestino;SectorOrigen;SectorDestino;ZonaOrigen;ZonaDestino;OrigenCoordX;OrigenCoordY;DestinoCoordX;DestinoCoordY;Proposito;PropositoAgregado;ActividadDestino;MediosUsados;ModoAgregado;ModoPriPub;ModoMotor;HoraIni;HoraFin;HoraMedia;TiempoViaje;TiempoMedio;Periodo;MinutosDespues;CuadrasDespues;FactorLaboralNormal;FactorSabadoNormal;FactorDomingoNormal;FactorLaboralEstival;FactorFindesemanaEstival;CodigoTiempo
100090;10009002;1000900202;1;9;6;9;6;9;6;-67,707075;-12,532469;-67,89450626;-12,525483;7;1;;5;5;2;1;13:15;13:45;13:30;30;1;5;5;2;1,48210391;;;;;0
100090;10009002;1000900203;3;1;7;1;7;1;7;-67,89450626;-12,525483;-69,3558;-12,587667;5;3;;"5;14;7";16;4;1;14:00;15:10;14:35;70;3;5;0;0;1;;;;;0
100090;10009002;1000900204;2;2;8;2;8;2;8;-69,3558;-12,587667;-67,89450626;-12,525483;7;3;;"14;5";16;2;1;16:00;17:35;16:47;95;4;5;0;0;1;;;;;0
100090;10009003;1000900301;1;3;9;3;9;3;9;-67,89450626;-12,525483;-69,00008126;-12,598519;1;1;2;16;16;2;1;08:00;09:15;08:38;75;3;2;25;10;1;;;;;0
100090;10009003;1000900302;1;4;1;4;1;4;1;-69,00008126;-12,598519;-68,79053126;-12,594696;11;3;;8;17;5;2;18:30;18:50;18:40;20;1;4;20;8;1,48210391;;;;;0
100090;10009003;1000900303;1;5;2;5;2;5;2;-68,79053126;-12,594696;-67,89450626;-12,525483;7;3;;16;16;2;1;20:00;21:10;20:35;70;3;5;5;2;1;;;;;0
100090;10009004;1000900401;1;6;3;6;3;6;3;-67,89450626;-12,525483;-67,72829376;-12,532174;8;3;;5;5;2;1;15:45;16:00;15:53;15;1;5;1;1;1,48210391;;;;;0
100090;10009004;1000900402;1;7;4;7;4;7;4;;;;;8;3;;8;17;5;2;16:10;16:13;16:12;3;1;5;3;1;1,48210391;;;;;0
100090;10009004;1000900403;1;8;5;8;5;8;5;;;;;11;3;;8;17;5;2;16:20;16:30;16:25;10;1;5;10;5;1,48210391;;;;;0
100090;10009004;1000900404;1;9;6;9;6;9;6;;;;;10;3;;8;17;5;2;17:30;17:40;17:35;10;1;4;10;5;1,48210391;;;;;0
100090;10009004;1000900405;1;1;7;1;7;1;7;;;;;11;3;;8;17;5;2;17:45;17:55;17:50;10;1;4;10;6;1,48210391;;;;;0
100090;10009004;1000900406;1;2;8;2;8;2;8;;;;;10;3;;8;17;5;2;18:55;19:05;19:00;10;1;4;10;6;1,48210391;;;;;0
100090;10009004;1000900407;1;3;9;3;9;3;9;-67,71089376;-12,532284;-67,89450626;-12,525483;7;3;;5;5;2;1;19:10;19:30;19:20;20;1;4;0;0;1,14387994;;;;;0
100090;10009005;1000900501;1;4;1;4;1;4;1;-67,86411876;-12,531869;-67,89450626;-12,525483;7;7;;8;17;5;2;07:00;08:00;07:30;60;2;1;60;20;1,14387994;;;;;0
100090;10009005;1000900502;1;5;2;5;2;5;2;-67,89450626;-12,525483;-67,86411876;-12,531869;1;1;1;5;5;2;1;22:20;22:55;22:38;35;2;5;10;4;1,48210391;;;;;0
100090;10009006;1000900601;1;6;3;6;3;6;3;-67,89450626;-12,525483;-67,72829376;-12,532174;3;2;;5;5;2;1;08:00;08:15;08:08;15;1;2;3;1;1,14387994;;;;;0
100090;10009006;1000900602;1;7;4;7;4;7;4;;;;;6;3;;8;17;5;2;16:10;16:13;16:12;3;1;5;3;1;1,48210391;;;;;0
100090;10009006;1000900603;1;8;5;8;5;8;5;-67,71089376;-12,532284;-67,89450626;-12,525483;7;3;;5;5;2;1;19:10;19:30;19:20;20;1;4;0;0;1,14387994;;;;;0
100102;10010201;1001020101;1;9;6;9;6;9;6;;;;;14;3;;8;17;5;2;11:55;11:57;11:56;2;1;3;2;1;1,48210391;;;;;0
100102;10010201;1001020102;1;1;7;1;7;1;7;;;;;7;3;;8;17;5;2;17:00;17:02;17:01;2;1;5;2;1;1,48210391;;;;;0
100102;10010202;1001020201;1;2;8;2;8;2;8;-66,97015626;-12,532249;-67,74976876;-12,531873;1;1;2;5;5;2;1;07:00;07:20;07:10;20;1;1;0;0;1,14387994;;;;;0
100102;10010202;1001020202;1;3;9;3;9;3;9;-67,74976876;-12,531873;-66,97015626;-12,532249;7;1;;5;5;2;1;18:30;18:50;18:40;20;1;4;0;0;1,14387994;;;;;0
100102;10010203;1001020301;1;4;1;4;1;4;1;-66,97015626;-12,532249;-67,76600626;-12,51403;1;1;5;5;5;2;1;08:00;08:30;08:15;30;1;2;0;0;1,14387994;;;;;1
100102;10010203;1001020302;1;5;2;5;2;5;2;-67,76600626;-12,51403;-66,97015626;-12,532249;7;1;;5;5;2;1;18:00;18:30;18:15;30;1;4;0;0;1,14387994;;;;;1
100112;10011201;1001120101;1;6;3;6;3;6;3;;;;;1;1;2;9;18;5;2;07:30;07:50;07:40;20;1;2;0;0;1,14387994;;;;;0
100112;10011201;1001120102;1;7;4;7;4;7;4;;;;;7;1;;9;18;5;2;19:45;20:00;19:53;15;1;4;0;0;1,48210391;;;;;0
100112;10011202;1001120201;1;8;5;8;5;8;5;-67,17336876;-12,532616;-67,83534376;-12,532305;11;3;;5;5;2;1;10:00;10:20;10:10;20;1;3;2;1;1,48210391;;;;;0
100112;10011202;1001120202;1;9;6;9;6;9;6;-67,83534376;-12,532305;-67,17336876;-12,532616;7;3;;5;5;2;1;12:00;12:20;12:10;20;1;5;2;1;1,48210391;;;;;0
100112;10011203;1001120301;2;1;7;1;7;1;7;-67,17336876;-12,532616;-69,136625;-12,59602;3;2;;"12;4";10;2;1;06:30;08:00;07:15;90;3;1;4;2;1,42042823;;;;;0
100112;10011203;1001120302;2;2;8;2;8;2;8;-69,136625;-12,59602;-67,17336876;-12,532616;7;2;;"4;14";10;2;1;19:00;20:30;19:45;90;3;4;2;1;1,05276356;;;;;0
100140;10014001;1001400101;1;3;9;3;9;3;9;;;;;11;3;;8;17;5;2;09:00;09:02;09:01;2;1;5;2;1;1,48210391;;;;;0
100140;10014001;1001400102;1;4;1;4;1;4;1;;;;;7;3;;8;17;5;2;09:03;09:05;09:04;2;1;5;2;1;1,48210391;;;;;0
100140;10014002;1001400201;3;5;2;5;2;5;2;-67,7803;-12,525785;-70,00396876;-12,600776;1;1;5;"5;14;4";13;2;1;06:30;08:30;07:30;120;4;1;9;3;0,81790735;;;;;0
100200;10020001;1002000103;1;6;3;6;3;6;3;-67,74261876;-12,530686;-67,7300625;-12,530494;7;7;;5;5;2;1;20:00;20:05;20:02;5;1;4;0;0;1,14387994;;;;;2
100200;10020002;1002000201;1;7;4;7;4;7;4;-67,74261876;-12,530686;-67,739275;-12,532501;8;3;;5;5;2;1;07:45;08:00;07:53;15;1;2;5;2;1,14387994;;;;;0
100200;10020002;1002000202;1;8;5;8;5;8;5;;;;;11;3;;8;17;5;2;08:05;08:15;08:10;10;1;2;10;5;1,14387994;;;;;0
100200;10020002;1002000203;1;9;6;9;6;9;6;-67,7876375;-12,53218;-67,74261876;-12,530686;7;3;;8;17;5;2;08:30;08:45;08:38;15;1;2;15;8;1,14387994;;;;;0
100200;10020002;1002000204;1;1;7;1;7;1;7;-67,74261876;-12,530686;-67,739275;-12,532501;8;3;;5;5;2;1;13:00;13:15;13:08;15;1;5;5;2;1,48210391;;;;;0
100200;10020002;1002000205;1;2;8;2;8;2;8;-67,739275;-12,532501;-67,74261876;-12,530686;7;3;;5;5;2;1;13:20;13:45;13:33;25;1;5;0;0;1,48210391;;;;;0
100200;10020002;1002000206;1;3;9;3;9;3;9;-67,74261876;-12,530686;-67,739275;-12,532501;8;3;;5;5;2;1;17:00;17:05;17:02;5;1;5;5;2;1,48210391;;;;;0
100200;10020002;1002000207;1;4;1;4;1;4;1;-67,739275;-12,532501;-67,74261876;-12,530686;8;3;;5;5;2;1;18:30;18:45;18:38;15;1;4;0;0;1,14387994;;;;;0
100200;10020003;1002000301;1;5;2;5;2;5;2;-67,74261876;-12,530686;-67,656775;-12,53253;3;2;;5;5;2;1;07:45;08:00;07:53;15;1;2;5;2;1,14387994;;;;;0
100200;10020003;1002000302;1;6;3;6;3;6;3;-67,656775;-12,53253;-67,74261876;-12,530686;7;2;;5;5;2;1;13:30;13:45;13:38;15;1;5;0;0;1,48210391;;;;;0
100200;10020003;1002000303;1;7;4;7;4;7;4;-67,74261876;-12,530686;-67,656775;-12,53253;3;2;;5;5;2;1;17:00;17:15;17:08;15;1;5;5;2;1,48210391;;;;;0
100200;10020003;1002000304;1;8;5;8;5;8;5;-67,656775;-12,53253;-67,74261876;-12,530686;7;2;;5;5;2;1;18:30;18:45;18:38;15;1;4;0;0;1,14387994;;;;;0
100222;10022201;1002220101;2;9;6;9;6;9;6;-67,69753126;-12,536879;-67,339175;-12,531827;1;1;1;"5;5";5;2;1;07:30;08:10;07:50;40;2;2;0;0;1,14387994;;;;;0
100222;10022201;1002220102;2;1;7;1;7;1;7;-67,339175;-12,531827;-67,69753126;-12,536879;7;1;;"5;5";5;2;1;17:30;19:50;18:40;140;5;4;2;1;1,14387994;;;;;0
100222;10022202;1002220201;1;2;8;2;8;2;8;-67,69753126;-12,536879;-67,14483126;-12,532439;1;1;1;11;16;3;1;07:00;08:00;07:30;60;2;1;0;0;1;;;;;0
100222;10022202;1002220202;1;3;9;3;9;3;9;-67,14483126;-12,532439;-67,69753126;-12,536879;7;1;;11;16;3;1;17:30;18:30;18:00;60;2;4;1;1;1;;;;;0
100222;10022203;1002220301;1;4;1;4;1;4;1;;;;;3;2;;8;17;5;2;07:40;08:00;07:50;20;1;2;20;15;1,14387994;;;;;0
100222;10022203;1002220302;1;5;2;5;2;5;2;;;;;7;2;;8;17;5;2;17:00;17:40;17:20;40;2;5;40;15;1,48210391;;;;;0
100222;10022204;1002220401;2;6;3;6;3;6;3;-67,69753126;-12,536879;-67,339175;-12,531827;1;1;1;"5;5";5;2;1;07:30;08:10;07:50;40;2;2;0;0;1,14387994;;;;;0
100222;10022204;1002220402;2;7;4;7;4;7;4;-67,339175;-12,531827;-67,69753126;-12,536879;7;1;;"5;5";5;2;1;17:30;19:50;18:40;140;5;4;2;1;1,14387994;;;;;0
100232;10023201;1002320101;1;8;5;8;5;8;5;;;;;11;3;;8;17;5;2;13:30;13:34;13:32;4;1;5;4;2;1,48210391;;;;;0
100232;10023201;1002320102;1;9;6;9;6;9;6;;;;;7;3;;8;17;5;2;13:40;13:44;13:42;4;1;5;4;2;1,48210391;;;;;0
100242;10024201;1002420101;1;1;7;1;7;1;7;-67,75130626;-12,533312;-67,74976876;-12,531873;12;3;;8;17;5;2;18:00;18:15;18:08;15;1;4;15;4;1,48210391;;;;;0
100242;10024201;1002420102;1;2;8;2;8;2;8;-67,74976876;-12,531873;-67,75130626;-12,533312;7;3;;8;17;5;2;19:30;19:45;19:38;15;1;4;15;4;1,48210391;;;;;0
100242;10024202;1002420201;1;3;9;3;9;3;9;-67,75130626;-12,533312;-67,74976876;-12,531873;12;3;;8;17;5;2;18:00;18:15;18:08;15;1;4;15;4;1,48210391;;;;;0
100242;10024202;1002420202;1;4;1;4;1;4;1;-67,74976876;-12,531873;-67,75130626;-12,533312;7;3;;8;17;5;2;19:30;19:45;19:38;15;1;4;15;4;1,48210391;;;;;0
100242;10024203;1002420301;1;5;2;5;2;5;2;;;;;1;1;5;9;18;5;2;07:30;07:45;07:38;15;1;2;0;0;1,14387994;;;;;0
100242;10024203;1002420302;1;6;3;6;3;6;3;;;;;7;1;;9;18;5;2;14:20;14:35;14:27;15;1;5;0;0;1,48210391;;;;;0
100242;10024203;1002420303;1;7;4;7;4;7;4;;;;;1;1;5;9;18;5;2;15:00;15:15;15:08;15;1;5;0;0;1,48210391;;;;;0
100242;10024203;1002420304;1;8;5;8;5;8;5;;;;;7;1;;9;18;5;2;18:00;18:15;18:08;15;1;4;0;0;1,48210391;;;;;0
100242;10024204;1002420401;1;9;6;9;6;9;6;-67,75130626;-12,533312;-67,95565626;-12,531833;2;1;5;8;17;5;2;08:30;09:00;08:45;30;1;2;25;8;1,14387994;;;;;0
100242;10024204;1002420402;1;1;7;1;7;1;7;-67,95565626;-12,531833;-67,75130626;-12,533312;7;1;;8;17;5;2;09:15;09:40;09:27;25;1;5;25;8;1,48210391;;;;;0
100242;10024205;1002420501;1;2;8;2;8;2;8;-67,75130626;-12,533312;-67,76681876;-12,532963;1;1;2;8;17;5;2;07:45;08:00;07:53;15;1;2;15;5;1,14387994;;;;;0
100242;10024205;1002420502;1;3;9;3;9;3;9;-67,76681876;-12,532963;-67,75130626;-12,533312;7;1;;8;17;5;2;14:00;14:15;14:08;15;1;5;15;5;1,48210391;;;;;0
100242;10024205;1002420503;1;4;1;4;1;4;1;-67,75130626;-12,533312;-67,76681876;-12,532963;1;1;2;8;17;5;2;14:45;15:00;14:53;15;1;5;15;5;1,48210391;;;;;0
100242;10024205;1002420504;1;5;2;5;2;5;2;-67,76681876;-12,532963;-67,75130626;-12,533312;7;1;;8;17;5;2;21:30;21:45;21:38;15;1;5;15;5;1,48210391;;;;;0
100252;10025201;1002520101;2;6;3;6;3;6;3;-68,3754;-12,54118;-67,72904376;-12,532445;1;1;5;"10;12";16;4;1;08:00;08:10;08:05;10;1;2;3;1;1;;;;;0
100252;10025201;1002520102;2;7;4;7;4;7;4;-67,72904376;-12,532445;-68,3754;-12,54118;7;1;;"12;10";16;4;1;17:30;17:40;17:35;10;1;4;0;0;1;;;;;0
100262;10026201;1002620101;1;8;5;8;5;8;5;-67,5763125;-12,532356;-68,759325;-12,532494;6;3;;1;1;1;1;19:00;19:10;19:05;10;1;4;0;0;;;;;1,14387994;
100262;10026201;1002620102;1;9;6;9;6;9;6;-68,759325;-12,532494;-67,5763125;-12,532356;7;3;;1;1;1;1;21:00;21:10;21:05;10;1;5;0;0;;;;;1,48210391;
100262;10026202;1002620201;1;1;7;1;7;1;7;;;;;11;3;;8;17;5;2;10:00;10:06;10:03;6;1;3;6;3;;;;;1,48210391;
100262;10026202;1002620202;1;2;8;2;8;2;8;;;;;7;3;;8;17;5;2;10:08;10:14;10:11;6;1;3;6;3;;;;;1,48210391;
100270;10027001;1002700101;1;3;9;3;9;3;9;-67,764225;-12,533337;-67,6092125;-12,532884;14;3;;8;17;5;2;14:00;14:10;14:05;10;1;5;10;7;;;;1,482103914;;
100270;10027001;1002700102;1;4;1;4;1;4;1;;;;;6;3;;8;17;5;2;17:30;18:00;17:45;30;1;4;10;7;;;;1,482103914;;
100270;10027001;1002700103;1;5;2;5;2;5;2;-67,81610626;-12,531785;-67,764225;-12,533337;7;3;;17;1;1;1;21:00;21:10;21:05;10;1;5;0;0;;;;1,482103914;;
100270;10027002;1002700201;1;6;3;6;3;6;3;-67,764225;-12,533337;-67,59665;-12,532342;1;1;2;10;16;1;1;14:45;14:47;14:46;2;1;5;0;0;;;;1;;
100270;10027002;1002700202;1;7;4;7;4;7;4;-67,59665;-12,532342;-67,764225;-12,533337;7;1;;10;16;1;1;23:15;23:20;23:17;5;1;6;0;0;;;;1;;
100270;10027003;1002700301;1;8;5;8;5;8;5;-67,764225;-12,533337;-67,7281875;-12,532172;13;3;;8;17;5;2;22:00;22:10;22:05;10;1;5;10;4;;;;1,482103914;;
100270;10027003;1002700302;1;9;6;9;6;9;6;-67,7281875;-12,532172;-67,764225;-12,533337;7;3;;8;17;5;2;01:00;01:10;01:05;10;1;6;10;4;;;;1,482103914;;
100281;10028101;1002810101;1;1;7;1;7;1;7;;;;;8;3;;8;17;5;2;13:15;13:30;13:23;15;1;5;15;6;1,48210391;;;;;0
100281;10028101;1002810102;1;2;8;2;8;2;8;;;;;7;3;;8;17;5;2;13:35;13:50;13:42;15;1;5;15;6;1,48210391;;;;;0
100281;10028101;1002810103;1;3;9;3;9;3;9;-67,79864376;-12,536768;-67,59595;-12,532349;1;1;5;14;3;2;1;14:00;14:40;14:20;40;2;5;0;0;1;;;;;0
100281;10028101;1002810104;1;4;1;4;1;4;1;-67,59595;-12,532349;-67,79864376;-12,536768;7;1;;5;5;2;1;17:30;17:55;17:43;25;1;4;0;0;1,14387994;;;;;0
100281;10028101;1002810105;1;5;2;5;2;5;2;-67,79864376;-12,536768;-69,3328;-12,595834;3;2;;14;3;2;1;18:30;20:10;19:20;100;4;4;10;3;1;;;;;0
100281;10028101;1002810106;3;6;3;6;3;6;3;-69,3328;-12,595834;-67,79864376;-12,536768;7;2;;"4;14;5";13;2;1;22:30;23:40;23:05;70;3;6;0;0;1,12721985;;;;;0
100281;10028102;1002810201;1;7;4;7;4;7;4;;;;;3;2;;8;17;5;2;13:15;13:30;13:23;15;1;5;15;6;1,48210391;;;;;0
100281;10028102;1002810202;1;8;5;8;5;8;5;;;;;7;2;;8;17;5;2;18:30;18:45;18:38;15;1;4;15;6;1,48210391;;;;;0
100290;10029001;1002900101;1;9;6;9;6;9;6;;;;;1;1;2;8;17;5;2;07:30;07:35;07:32;5;1;2;5;2;;;1,14387994;;;
100290;10029001;1002900102;1;1;7;1;7;1;7;;;;;7;1;;8;17;5;2;13:30;13:35;13:33;5;1;5;5;2;;;1,48210391;;;
100290;10029001;1002900103;1;2;8;2;8;2;8;;;;;9;3;;8;17;5;2;13:40;13:45;13:42;5;1;5;5;2;;;1,48210391;;;
100290;10029001;1002900104;1;3;9;3;9;3;9;;;;;7;3;;8;17;5;2;14:55;15:00;14:57;5;1;5;5;2;;;1,48210391;;;
100290;10029001;1002900105;1;4;1;4;1;4;1;;;;;8;3;;8;17;5;2;17:00;17:08;17:04;8;1;5;8;3;;;1,48210391;;;
100290;10029001;1002900106;1;5;2;5;2;5;2;;;;;7;3;;8;17;5;2;17:25;17:33;17:29;8;1;5;8;3;;;1,48210391;;;
100290;10029002;1002900201;1;6;3;6;3;6;3;-67,8668;-12,532271;-67,34608126;-12,53055;6;3;;5;5;2;1;08:00;08:10;08:05;10;1;2;0;0;;;1,14387994;;;
100290;10029002;1002900202;1;7;4;7;4;7;4;-67,34608126;-12,53055;-67,8668;-12,532271;7;3;;5;5;2;1;09:25;09:30;09:27;5;1;5;2;1;;;1,48210391;;;
100290;10029002;1002900203;1;8;5;8;5;8;5;;;;;11;3;;8;17;5;2;10:00;10:20;10:10;20;1;3;20;4;;;1,48210391;;;
100290;10029002;1002900204;1;9;6;9;6;9;6;;;;;7;3;;8;17;5;2;11:40;12:00;11:50;20;1;3;20;4;;;1,48210391;;;
100290;10029002;1002900205;1;1;7;1;7;1;7;;;;;9;3;;8;17;5;2;13:40;13:45;13:42;5;1;5;5;3;;;1,48210391;;;
100290;10029002;1002900206;1;2;8;2;8;2;8;;;;;7;3;;8;17;5;2;14:55;15:00;14:57;5;1;5;5;3;;;1,48210391;;;
100290;10029002;1002900207;1;3;9;3;9;3;9;;;;;8;3;;8;17;5;2;17:00;17:08;17:04;8;1;5;8;3;;;1,48210391;;;
100290;10029002;1002900208;1;4;1;4;1;4;1;;;;;7;3;;8;17;5;2;17:25;17:33;17:29;8;1;5;8;3;;;1,48210391;;;
100302;10030201;1003020101;1;5;2;5;2;5;2;-67,0230875;-12,532113;-67,73454376;-12,532547;1;1;7;5;5;2;1;09:30;09:45;09:38;15;1;5;7;1;;1,48210391;;;;
100302;10030201;1003020102;1;6;3;6;3;6;3;-67,73454376;-12,532547;-67,0230875;-12,532113;7;1;;14;3;2;1;14:30;15:00;14:45;30;1;5;1;1;;1;;;;
100302;10030201;1003020103;1;7;4;7;4;7;4;-67,0230875;-12,532113;-67,8062;-12,531646;2;1;8;1;1;1;1;18:30;19:05;18:47;35;2;4;0;0;;1,14387994;;;;
100302;10030201;1003020104;1;8;5;8;5;8;5;-67,8062;-12,531646;-67,0230875;-12,532113;7;1;;1;1;1;1;21:30;22:15;21:53;45;2;5;6;2;;1,48210391;;;;
100302;10030203;1003020301;1;9;6;9;6;9;6;-67,0230875;-12,532113;-68,65728126;-12,594418;3;2;;14;3;2;1;06:50;08:03;07:26;73;3;1;4;1;;1;;;;
100302;10030203;1003020302;1;1;7;1;7;1;7;-68,65728126;-12,594418;-67,0230875;-12,532113;7;2;;14;3;2;1;12:00;13:15;12:38;75;3;5;1;1;;1;;;;
100302;10030203;1003020303;1;2;8;2;8;2;8;;;;;11;3;;8;17;5;2;13:30;13:31;13:30;1;1;5;1;1;;1,48210391;;;;
100302;10030203;1003020304;1;3;9;3;9;3;9;;;;;7;3;;8;17;5;2;13:32;13:33;13:33;1;1;5;1;1;;1,48210391;;;;
100302;10030204;1003020401;1;4;1;4;1;4;1;;;;;11;3;;8;17;5;2;11:30;11:40;11:35;10;1;3;10;2;;1,48210391;;;;
100302;10030204;1003020402;1;5;2;5;2;5;2;;;;;7;3;;8;17;5;2;11:50;12:00;11:55;10;1;3;10;2;;1,48210391;;;;
100302;10030204;1003020403;1;6;3;6;3;6;3;;;;;11;3;;8;17;5;2;19:30;19:35;19:32;5;1;4;5;2;;1,48210391;;;;
100302;10030204;1003020404;1;7;4;7;4;7;4;;;;;7;3;;8;17;5;2;19:55;20:00;19:58;5;1;4;5;2;;1,48210391;;;;
100302;10030205;1003020501;1;8;5;8;5;8;5;;;;;11;3;;8;17;5;2;13:30;13:31;13:30;1;1;5;1;1;;1,48210391;;;;
100302;10030205;1003020502;1;9;6;9;6;9;6;;;;;7;3;;8;17;5;2;13:32;13:33;13:33;1;1;5;1;1;;1,48210391;;;;
100302;10030205;1003020503;1;1;7;1;7;1;7;;;;;11;3;;8;17;5;2;19:30;19:35;19:32;5;1;4;5;2;;1,48210391;;;;
100302;10030205;1003020504;1;2;8;2;8;2;8;;;;;7;3;;8;17;5;2;19:55;20:00;19:58;5;1;4;5;2;;1,48210391;;;;
100312;10031201;1003120101;1;3;9;3;9;3;9;-67,676975;-12,530461;-67,83604376;-12,52555;1;1;1;11;16;3;1;07:00;08:00;07:30;60;2;1;0;0;1;;;;;0
100312;10031201;1003120102;1;4;1;4;1;4;1;-67,83604376;-12,52555;-67,676975;-12,530461;7;1;;11;16;3;1;20:00;20:50;20:25;50;2;4;3;1;1;;;;;0
100312;10031202;1003120201;1;5;2;5;2;5;2;;;;;8;3;;8;17;5;2;08:00;08:15;08:08;15;1;2;15;7;1,14387994;;;;;0
100312;10031202;1003120202;1;6;3;6;3;6;3;;;;;7;3;;8;17;5;2;08:20;08:35;08:27;15;1;2;15;7;1,14387994;;;;;0
100312;10031202;1003120203;1;7;4;7;4;7;4;-67,676975;-12,530461;-67,80995;-12,525125;1;1;5;5;5;2;1;09:30;09:55;09:42;25;1;5;5;2;1,48210391;;;;;0
100312;10031202;1003120204;1;8;5;8;5;8;5;-67,80995;-12,525125;-67,57131876;-12,529434;8;3;;5;5;2;1;15:30;15:50;15:40;20;1;5;0;0;1,48210391;;;;;0
100312;10031202;1003120205;1;9;6;9;6;9;6;;;;;7;3;;8;17;5;2;15:51;16:05;15:58;14;1;5;15;7;1,48210391;;;;;0
100312;10031203;1003120301;1;1;7;1;7;1;7;;;;;3;2;;8;17;5;2;08:00;08:15;08:08;15;1;2;15;7;1,14387994;;;;;0
100312;10031203;1003120302;1;2;8;2;8;2;8;;;;;7;2;;8;17;5;2;15:50;16:05;15:57;15;1;5;15;7;1,48210391;;;;;0
100312;10031204;1003120401;1;3;9;3;9;3;9;-67,676975;-12,530461;-67,761625;-12,532219;1;1;2;5;5;2;1;14:50;15:00;14:55;10;1;5;0;0;1,48210391;;;;;0
100312;10031204;1003120402;1;4;1;4;1;4;1;-67,761625;-12,532219;-67,676975;-12,530461;7;1;;8;17;5;2;21:40;21:50;21:45;10;1;5;10;15;1,48210391;;;;;0
100322;10032201;1003220101;1;5;2;5;2;5;2;-66,7465125;-12,522493;-68,75091876;-12,587819;11;3;;17;1;1;1;10:00;11:30;10:45;90;3;3;0;0;1,48210391;;;;;0
100322;10032201;1003220102;1;6;3;6;3;6;3;-68,75091876;-12,587819;-66,7465125;-12,522493;7;3;;17;1;1;1;15:00;16:00;15:30;60;2;5;0;0;1,48210391;;;;;0
100322;10032202;1003220201;1;7;4;7;4;7;4;-66,7465125;-12,522493;-68,75091876;-12,587819;11;3;;1;1;1;1;10:00;11:30;10:45;90;3;3;0;0;1,48210391;;;;;0
100322;10032202;1003220202;1;8;5;8;5;8;5;-68,75091876;-12,587819;-66,7465125;-12,522493;7;3;;1;1;1;1;15:30;16:30;16:00;60;2;5;0;0;1,48210391;;;;;0
100332;10033201;1003320101;1;9;6;9;6;9;6;-67,18795;-12,533971;-68,79884376;-12,592013;1;1;2;14;3;2;1;06:00;07:30;06:45;90;3;1;3;1;;;;1;;
100332;10033201;1003320102;1;1;7;1;7;1;7;-68,79884376;-12,592013;-67,18795;-12,533971;7;1;;14;3;2;1;19:30;20:45;20:08;75;3;4;15;8;;;;1;;
100332;10033202;1003320201;3;2;8;2;8;2;8;-67,18795;-12,533971;-71,57031876;-12,611519;1;1;6;"14;3;3";7;2;1;08:30;10:40;09:35;130;5;5;0;0;;;;1;;
100332;10033202;1003320202;3;3;9;3;9;3;9;-71,57031876;-12,611519;-67,18795;-12,533971;7;1;;"3;4;14";15;2;1;14:00;17:00;15:30;180;6;5;15;8;;;;1,127219853;;
100332;10033202;1003320203;1;4;1;4;1;4;1;;;;;11;3;;8;17;5;2;18:30;18:45;18:38;15;1;4;15;8;;;;1,482103914;;
100332;10033202;1003320204;1;5;2;5;2;5;2;;;;;7;3;;8;17;5;2;19:00;19:15;19:08;15;1;4;15;8;;;;1,482103914;;
100342;10034201;1003420101;1;6;3;6;3;6;3;;;;;6;3;;8;17;5;2;17:00;17:05;17:02;5;1;5;5;3;1,48210391;;;;;0
100342;10034201;1003420102;1;7;4;7;4;7;4;;;;;7;3;;8;17;5;2;18:05;18:10;18:08;5;1;4;5;3;1,48210391;;;;;0
100342;10034202;1003420201;1;8;5;8;5;8;5;;;;;1;1;2;8;17;5;2;07:30;07:40;07:35;10;1;2;10;4;1,14387994;;;;;0
100342;10034202;1003420202;1;9;6;9;6;9;6;;;;;7;1;;8;17;5;2;17:30;17:40;17:35;10;1;4;10;4;1,48210391;;;;;0
100350;10035001;1003500101;1;1;7;1;7;1;7;-67,7576625;-12,533403;-67,76681876;-12,532963;11;3;;8;17;5;2;11:00;11:09;11:04;9;1;3;9;3;;;;1,482103914;;
100350;10035001;1003500102;1;2;8;2;8;2;8;-67,76681876;-12,532963;-67,7576625;-12,533403;7;3;;8;17;5;2;12:00;12:10;12:05;10;1;5;9;3;;;;1,482103914;;
100350;10035001;1003500103;1;3;9;3;9;3;9;-67,7576625;-12,533403;-59,24999376;-12,543212;2;1;5;1;1;1;1;16:00;16:40;16:20;40;2;5;0;0;;;;1,482103914;;
100350;10035001;1003500104;1;4;1;4;1;4;1;-59,24999376;-12,543212;-67,7576625;-12,533403;7;1;;1;1;1;1;23:40;00:00;23:50;20;1;6;0;0;;;;1,482103914;;
100350;10035002;1003500201;1;5;2;5;2;5;2;-67,7576625;-12,533403;-68,01105626;-12,536062;6;3;;12;3;2;1;09:00;09:45;09:23;45;2;5;15;5;;;;1;;
100350;10035002;1003500202;1;6;3;6;3;6;3;-68,01105626;-12,536062;-67,7576625;-12,533403;7;3;;12;3;2;1;20:45;21:00;20:53;15;1;5;5;2;;;;1;;
100360;10036002;1003600201;1;7;4;7;4;7;4;;;;;6;3;;8;17;5;2;16:00;16:10;16:05;10;1;5;10;4;1,48210391;;;;;0
100360;10036002;1003600202;1;8;5;8;5;8;5;;;;;7;3;;8;17;5;2;18:10;18:20;18:15;10;1;4;10;4;1,48210391;;;;;0
